"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","GP","AB","AVG","RC","TB","XBH","HBP","IBB","SH","SF","GIDP","Sl","CYC"
"Claudio Finol","CIN","3B","3093","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeff Fiorentino","OAK","OF","3094","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Keegan Fish","MIA","C","3095","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Fish","LAA","OF","3096","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Fish","CHW","OF","3097","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Fisher","CLE","SS","3098","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ben Fisher","MIA","1B","3099","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clay Fisher","BAL","SS","3100","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Devon Fisher","BOS","C","3101","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Fisher","PHI","C,P","3102","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Colby Fitch","PHI","C","3103","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Flacco","BAL","1B","3104","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Flaherty","(N/A)","3B","3105","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Miguel Flames","NYY","C","3106","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Billy Fleming","NYY","1B","3107","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scott Fletcher","KC","OF","3108","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jecksson Flores","KC","SS","3109","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesus Flores","MIA","C","3110","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jorge Flores","TOR","SS","3111","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ramon Flores","MIN","OF","3112","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Raymel Flores","ARI","2B,SS","3113","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rudy Flores","ARI","1B","3114","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew Florides","TOR","SS","3115","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pedro Florimon","(N/A)","SS","3116","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Francisco Floyd","ATL","SS","3117","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lachlan Fontaine","SEA","3B","3118","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nolan Fontana","(N/A)","2B","3119","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shayne Fontana","BAL","OF","3120","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Fontenot","TB","2B","3121","FA","40","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fred Ford","KC","1B,OF","3122","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blake Forsythe","NYM","C","3123","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cole Foster","(N/A)","SS","3124","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Foster","LAA","OF","3125","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Fox","PHI","C,OF","3126","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gabrial Franca","SEA","SS","3127","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Francisco","(N/A)","3B","3128","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Julio Francisco","PHI","OF","3129","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Angel Franco","KC","2B","3130","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Franco","ATL","1B,3B","3131","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Frandsen","(N/A)","OF","3132","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Franklin","CIN","3B","3133","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Franklin","(N/A)","2B","3134","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harrison Frawley","TOR","C","3135","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jarrett Freeland","CIN","C","3136","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Choo Freeman","LAD","OF","3137","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clinton Freeman","LAD","1B","3138","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ike Freeman","CLE","2B,3B,SS","3139","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John Freeman","NYM","C","3140","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kelvin Freeman","CHC","1B","3141","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ronnie Freeman","OAK","C","3142","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wesley Freeman","PIT","OF","3143","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew Fregia","BAL","3B","3144","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cole Frenzel","NYM","3B","3145","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Frank Frias","NYY","OF","3146","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Patrick Frick","SEA","SS","3147","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vito Friscia","PHI","C","3148","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Frost","CHW","OF","3149","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Branden Fryman","NYM","SS","3150","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Balbino Fuenmayor","KC","3B","3151","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edwin Fuentes","TOR","1B,3B","3152","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Leonardo Fuentes","SF","OF","3153","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rey Fuentes","(N/A)","OF","3154","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Steven Fuentes","DET","SS","3155","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amalani Fukofuka","KC","OF","3156","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sam Fuld","(N/A)","OF","3157","FA","39","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Will Fulmer","NYM","2B","3158","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Gaedele","(N/A)","OF","3159","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jamie Galazin","CHC","OF","3160","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rocky Gale","LAD","C","3161","FA","32","","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0"
"Jesus Galindo","SF","OF","3162","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Gallagher","LAD","3B","3163","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Gallas","CLE","OF","3164","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Gallic","SD","OF","3165","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jimmy Galusky","CHW","2B,SS","3166","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Galvez","SD","SS","3167","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Gamache","PIT","3B","3168","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Carlos Gamboa","(N/A)","SS","3169","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mat Gamel","(N/A)","1B","3170","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marty Gantt","TB","OF","3171","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Griffin Garabito","NYY","2B","3172","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pablo Garabitos","MIL","OF,P","3173","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adonis Garcia","(N/A)","3B","3174","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alan Garcia","SD","OF","3175","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alejandro Garcia","HOU","OF","3176","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew Garcia","CHW","2B","3177","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Garcia","ATL","1B","3178","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darol Garcia","LAD","SS","3179","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric Garcia","ATL","SS","3180","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eudor Garcia","NYM","3B","3181","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hector Garcia","ATL","OF","3182","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jhostynxon Garcia","BOS","OF","3183","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Garcia","LAD","OF","3184","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Garcia","TB","2B","3185","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Julio Garcia","LAA","SS","3186","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Omar Garcia","MIL","OF","3187","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Orlando Garcia","SF","2B,SS","3188","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oswaldo Garcia","ARI","C","3189","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rene Garcia","HOU","C","3190","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roman Garcia","HOU","1B","3191","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yunior Garcia","LAD","OF","3192","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eudor Garcia-Pacheco","NYM","3B","3193","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Willy Garcia","(N/A)","OF","3194","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Toby Gardenhire","MIN","2B","3195","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeff Gardner","WSH","OF","3196","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robert Gardner","PIT","OF","3197","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tanner Gardner","TEX","OF","3198","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cole Garner","TOR","OF","3199","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Garvey","PHI","OF","3200","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Garzillo","MIA","2B","3201","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marten Gasparini","KC","SS","3202","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Randolph Gassaway","BAL","1B","3203","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Gatewood","SD","C","3204","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evan Gattis","(N/A)","C","3205","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Osvaldo Gavilan","PIT","OF","3206","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Gebhardt","ARI","SS","3207","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dustin Geiger","CHC","1B","3208","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeffrey Gelalich","CIN","OF","3209","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Genord","NYM","C,1B","3210","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Gentile","BOS","2B","3211","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan George","PIT","1B","3212","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Max George","COL","2B,SS","3213","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mitch Ghelfi","MIL","C","3214","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adam Giacalone","MIL","1B","3215","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Giansanti","CHC","OF","3216","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johnny Giavotella","CHW","2B","3217","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Gibbons","LAA","OF","3218","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cameron Gibson","DET","OF","3219","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Derrik Gibson","BOS","SS","3220","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Gibson","DET","OF","3221","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ronnie Gideon","MIL","1B","3222","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trent Gilbert","OAK","2B","3223","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tommy Giles","LAD","3B","3224","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AJ Gill","(N/A)","1B,OF","3225","W (Wed)","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Conor Gillaspie","(N/A)","3B","3226","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cole Gillespie","SD","OF","3227","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Gillette","STL","3B","3228","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyson Gillies","PHI","OF","3229","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jon Gilmore","CHW","3B","3230","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Caleb Gindl","SF","OF","3231","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ricky Gingras","HOU","C","3232","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cash Gladfelter","SEA","2B","3233","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Raphael Gladu","NYM","2B,OF","3234","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Todd Glaesmann","TB","OF","3235","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Logan Glass","CHW","OF","3236","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Glenn","MIA","OF","3237","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew Godbold","LAD","OF","3238","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sean Godfrey","ATL","OF","3239","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Godinez","LAD","2B","3240","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Godoy","STL","C","3241","FA","26","","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0"
"Tyrell Godwin","WSH","OF","3242","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Goebbert","(N/A)","1B","3243","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Goeddel","WSH","OF","3244","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Connor Goedert","HOU","3B","3245","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Goedert","CLE","2B","3246","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Granden Goetzman","TB","OF","3247","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ethan Goforth","PIT","C","3248","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Gold","TOR","C","3249","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reggie Golden","CHC","OF","3250","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Steven Golden","PHI","OF","3251","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jakob Goldfarb","CHW","C","3252","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Goldstein","SEA","C","3253","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Greg Golson","MIL","OF","3254","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonny Gomes","(N/A)","OF","3255","FA","40","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Gomez","MIA","2B","3256","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Gomez","(N/A)","OF","3257","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cristian Gomez","LAD","SS","3258","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edwin Gomez","DET","SS","3259","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gilbert Gomez","NYM","OF","3260","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hector Gomez","PHI","2B,SS","3261","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nelson Gomez","NYY","3B","3262","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rolando Gomez","LAA","SS","3263","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andy Gonzalez","PHI","2B","3264","FA","39","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benjamin Gonzalez","PIT","SS","3265","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Geraldo Gonzalez","DET","2B","3266","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hidekel Gonzalez","COL","C,1B","3267","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ivan Gonzalez","SEA","2B","3268","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
