"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","GP","AB","AVG","RC","TB","XBH","HBP","IBB","SH","SF","GIDP","Sl","CYC"
"Irving Lopez","STL","2B","3929","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jack Lopez","ATL","2B,SS","3930","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Lopez","NYY","C","3931","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Javier Lopez","MIA","SS","3932","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesus Lopez","OAK","SS","3933","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johan Lopez","TB","SS","3934","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joshua Lopez","STL","C","3935","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Raffy Lopez","(N/A)","C","3936","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roberto Lopez","LAA","OF","3937","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yoeli Lopez","ATL","OF","3938","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edwin Lora","WSH","SS","3939","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rafelin Lorenzo","TB","C","3940","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Todd Lott","STL","1B,OF","3941","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Lough","PHI","OF","3942","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Derrick Loveless","TOR","OF","3943","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Lovullo","BOS","2B,SS","3944","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Lowery","CLE","C","3945","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Lowery","ARI","C,1B","3946","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marvin Lowrance","WSH","OF","3947","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Everlouis Lozada","BOS","2B","3948","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Lozada","WSH","SS","3949","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edel Luaces","NYY","OF","3950","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tanner Lubach","LAA","C","3951","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Lubanski","TOR","OF","3952","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ed Lucas","ARI","2B","3953","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeremy Lucas","CLE","C","3954","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Simeon Lucas","CLE","C","3955","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Ludy","PHI","C","3956","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jackson Lueck","KC","OF","3957","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Luis","SD","SS","3958","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesus Lujano","MIL","OF","3959","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nathan Lukes","CLE","OF","3960","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aaron Luna","STL","OF","3961","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ronald Luna","ATL","2B","3962","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vicente Lupo","NYM","OF","3963","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Donald Lutz","CIN","1B","3964","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Lutz","MIA","1B","3965","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Keshawn Lynch","ARI","2B","3966","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tim Lynch","NYY","1B","3967","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David MIranda","NYM","OF","3968","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle MacDonald","NYY","1B","3969","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David MacKinnon","LAA","1B","3970","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson Machado","MIL","2B","3971","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Machado","HOU","OF","3972","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dixon Machado","(N/A)","2B","3973","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chantz Mack","SEA","OF","3974","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marcus Mack","TEX","OF","3975","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Davonn Mackey","OAK","OF","3976","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Xavier Macklin","OAK","OF","3977","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Charlie Madden","BOS","C","3978","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lester Madden","OAK","OF","3979","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Will Maddox","DET","1B,3B","3980","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Travis Maezes","KC","SS","3981","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Magee","SD","OF","3982","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Solomon Maguire","PIT","OF","3983","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Mahoney","MIA","1B","3984","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Maile","MIL","C","3985","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Mailman","BOS","OF","3986","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Angel Maita","BOS","OF","3987","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Val Majewski","TEX","OF","3988","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Allbry Major","(N/A)","OF","3989","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mark Malave","CHC","C","3990","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stephen Malcolm","PHI","SS","3991","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Maldonado","WSH","C","3992","FA","41","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kelvin Maldonado","CHW","2B,SS","3993","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Franly Mallen","MIL","SS","3994","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeff Malm","TB","1B","3995","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marvin Malone","TB","OF","3996","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Mang","DET","OF","3997","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Craig Manuel","WSH","C","3998","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dylan Manwaring","ATL","3B","3999","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pabel Manzanero","CIN","C","4000","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oneill Manzueta","TB","OF","4001","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ricardo Marcano","CHC","OF","4002","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ramon Marcelino","COL","OF","4003","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shane Mardirosian","CIN","2B","4004","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Victor Maria","MIL","3B","4005","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adrian Marin","BAL","SS,OF","4006","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Marincov","OAK","OF","4007","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric Marinez","OAK","SS","4008","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Peter Maris","TB","SS","4009","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Mariscal","SEA","3B,SS","4010","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Marjama","(N/A)","C","4011","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Markham","PHI","OF,P","4012","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Marks","BOS","OF","4013","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Marlette","SEA","C","4014","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Camdon Maron","NYM","C","4015","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bradley Marquez","NYM","OF","4016","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pedro Marquez","ARI","OF","4017","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Marra","CHC","C","4018","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alan Marrero","BOS","C","4019","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Deven Marrero","(N/A)","3B","4020","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eli Marrero","STL","OF","4021","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Elih Marrero","BOS","C","4022","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Emmanuel Marrero","PHI","SS","4023","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lean Marrero","MIN","OF","4024","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesus Marriaga","ARI","OF","4025","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Marseco","MIL","SS","4026","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Montrell Marshall","CIN","3B","4027","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joey Martarano","CHC","3B","4028","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Agustin Marte","MIN","SS","4029","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alfredo Marte","(N/A)","OF","4030","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hamlet Marte","COL","C","4031","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jefry Marte","(N/A)","1B","4032","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Marte","TEX","SS","4033","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Miguel Marte","NYY","SS","4034","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryan Martelo","PHI","OF","4035","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Martin","TB","SS","4036","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Martin","STL","2B","4037","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dustin Martin","MIN","OF","4038","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garrett Martin","BAL","3B","4039","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Martin","PHI","1B","4040","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robby Martin","(N/A)","OF,P","4041","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rudy Martin","KC","OF","4042","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trey Martin","CHC","OF","4043","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tripp Martin","TEX","3B","4044","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Junior Martina","WSH","2B,3B,SS","4045","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Martinelli","PHI","OF","4046","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alberth Martinez","SD","OF","4047","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Estarlin Martinez","WSH","OF","4048","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Francis Martinez","ARI","1B,OF","4049","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Francisco Martinez","SEA","3B","4050","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harold Martinez","PHI","3B","4051","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hector Martinez","DET","SS","4052","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hersin Martinez","SEA","OF","4053","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeremy Martinez","STL","C","4054","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jorge Martinez","HOU","SS","4055","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Ramon Martinez","NYY","3B","4056","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Martinez","CIN","3B","4057","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Julio Martinez","DET","OF","4058","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mario Martinez","SEA","3B","4059","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rafael Martinez","MIL","2B","4060","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Renae Martinez","ARI","C","4061","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robert Martinez","OAK","OF","4062","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sandy Martinez","ARI","C","4063","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Teodoro Martinez","TEX","OF","4064","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yunior Martinez","TB","OF","4065","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Martinson","WSH","SS","4066","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Martorano","SF","C","4067","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Addison Maruszak","NYY","SS","4068","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evan Marzilli","ARI","OF","4069","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Victor Mascai","HOU","1B","4070","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joseph Massey","COL","1B","4071","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jean-Christophe Masson","TOR","OF","4072","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Mateja","ATL","3B","4073","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Mateo","KC","2B","4074","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Mateo","STL","SS","4075","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wagner Mateo","ARI","OF","4076","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shane Matheny","SF","3B","4077","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Addiel Matias","WSH","3B","4078","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sthervin Matos","MIL","3B","4079","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wilfrido Matos","WSH","SS","4080","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yohan Matos","CHC","C","4081","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Travis Mattair","PHI","3B","4082","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Will Matthiessen","PIT","OF,P","4083","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joan Mauricio","HOU","SS","4084","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Mautner","MIN","3B","4085","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bruce Maxwell","NYM","C","4086","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Maxwell","(N/A)","OF","4087","FA","37","","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0"
"Tucker Maxwell","PHI","OF","4088","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacob May","CHW","OF","4089","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kalik May","TOR","OF","4090","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pratt Maynard","LAD","C","4091","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LJ Mazzilli","MIN","2B","4092","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Paul McAnulty","LAA","1B","4093","FA","39","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt McBride","(N/A)","C","4094","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garrett McCain","DET","OF","4095","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dexture McCall","HOU","1B","4096","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shilo McCall","SF","OF","4097","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thomas McCarthy","CHW","3B","4098","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan McCarvel","STL","C","4099","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex McClure","KC","SS","4100","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D'vone McClure","CLE","OF","4101","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Charlie McConnell","SEA","OF","4102","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Morgan McCullough","LAA","2B,SS","4103","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael McDade","TOR","1B","4104","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chase McDonald","HOU","1B","4105","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared McDonald","OAK","C","4106","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Raymond McDonald","OAK","OF","4107","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Todd McDonald","TEX","OF","4108","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Max McDowell","NYY","C","4109","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C.J. McElroy","STL","OF","4110","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Satchel McElroy","CIN","OF","4111","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Christopher McFarland","MIL","SS","4112","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ty McFarland","NYY","2B,3B","4113","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ashton McGee","MIL","2B,OF","4114","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lenell McGee","LAD","OF","4115","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacson McGowan","TB","1B","4116","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jamodrick McGruder","SEA","2B","4117","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris McGuiness","PHI","1B","4118","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jarrod McKinney","HOU","OF","4119","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DJ McKnight","TOR","OF","4120","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt McLaughlin","COL","SS","4121","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyler McMahan","(N/A)","SS","4122","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt McPhearson","ARI","OF","4123","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonah McReynolds","TEX","SS","4124","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeff McVaney","DET","OF","4125","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Mccann","LAA","2B,SS","4126","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tommy Medica","(N/A)","1B","4127","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Francisco Medina","SF","SS","4128","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Miguel Medina","NYM","OF","4129","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Medina","LAD","1B,OF","4130","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reydel Medina","CIN","OF","4131","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Meeley","SD","OF","4132","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jack Meggs","OAK","OF","4133","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alan Mejia","NYY","OF","4134","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Mejia","(N/A)","SS","4135","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brian Mejia","WSH","2B","4136","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ernesto Mejia","ATL","1B","4137","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gabriel Mejia","CLE","OF","4138","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Leuri Mejia","TEX","OF","4139","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seth Mejias-Brean","SD","SS","4140","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kelvin Melean","SD","SS","4141","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andres Melendez","MIL","C","4142","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dylan Melendez","STL","C","4143","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Melendez","TB","C","4144","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Manuel Melendez","COL","OF","4145","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rene Melendez","SF","C","4146","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Melo","WSH","2B","4147","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yeison Melo","KC","OF","4148","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Samuel Mende","COL","3B","4149","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Erick Mendez","NYY","OF","4150","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Mendez","PHI","C","4151","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ricardo Mendez","WSH","OF","4152","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Teofilo Mendez","ARI","SS","4153","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tommy Mendonca","TEX","3B","4154","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Beicker Mendoza","SF","OF","4155","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harvin Mendoza","CHW","1B","4156","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jefferson Mendoza","CHW","C","4157","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juandy Mendoza","TOR","2B,SS","4158","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ramon Mendoza","STL","2B","4159","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ranyelmy Mendoza","LAA","OF","4160","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Heiker Meneses","BOS","2B,SS","4161","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jan Mercado","MIA","C","4162","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Mercado","PHI","SS","4163","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reidy Mercado","MIL","OF","4164","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Felix Mercedes","CHW","SS","4165","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Melvin Mercedes","OAK","SS","4166","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Miguel Mercedes","OAK","3B","4167","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mattia Mercuri","ATL","2B","4168","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Meredith","HOU","OF","4169","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Patrick Merino","TB","OF","4170","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Merrigan","TEX","OF","4171","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Melky Mesa","TOR","OF","4172","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Narciso Mesa","WSH","OF","4173","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Victor Mesia","TOR","C","4174","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
