"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","W","SV","IP","K/9","BB/9","HR/9","GB/FB","HR/FB","BABIPA","ERA","LOB%","FIP"
"Chris Archer","PIT","SP","182","FA","32","","75.67","3.29","3","0","119.2","10.75","4.14","1.88","1.08","23.36","0.304","5.19",".725","4.90"
"Jordan Hicks","STL","RP","183","MBC","24","","75.67","2.61","2","14","28.2","9.73","3.45","0.63","5.00","22.22","0.215","3.14",".714","3.09"
"Roenis Elias","WSH","RP","184","FA","32","","74.5","1.55","4","14","50","8.46","3.24","1.80","1.13","20.83","0.259","3.96",".647","4.95"
"Steve Cishek","(N/A)","RP","185","FA","34","","74.5","1.06","4","7","64","8.02","4.08","0.98","1.44","11.86","0.246","2.95",".836","4.42"
"Martin Perez","BOS","SP","186","FA","29","","74.33","2.32","10","0","165.1","7.35","3.65","1.25","1.82","16.43","0.318","5.12",".676","4.54"
"Alex Young","ARI","SP","187","FA","27","","74.33","4.37","7","0","83.1","7.67","2.92","1.51","1.77","20.29","0.252","3.56",".755","4.69"
"Buck Farmer","DET","RP","188","FA","29","","74.17","1.02","6","0","67.2","9.71","3.19","1.06","1.58","14.55","0.310","3.72",".739","3.76"
"Mychal Givens","COL","RP","189","FA","30","","73.5","1.27","2","11","63","12.29","3.71","1.86","1.19","27.08","0.271","4.57",".714","4.38"
"Griffin Canning","LAA","SP","190","FA","24","","73.33","4.07","5","0","90.1","9.56","2.99","1.39","0.99","14.89","0.281","4.58",".732","4.24"
"Justin Wilson","NYM","RP","191","FA","33","","72.5","1.61","4","4","39","10.15","4.38","0.92","2.17","17.39","0.299","2.54",".868","3.78"
"Vince Velasquez","PHI","SP","192","FA","28","","72.33","2.19","7","0","117.1","9.97","3.30","1.99","0.88","20.00","0.308","4.91",".760","5.08"
"Chaz Roe","TB","RP","193","FA","34","","72","1.01","1","1","51","11.47","5.47","0.53","1.66","8.57","0.359","4.06",".703","3.19"
"Evan Marshall","CHW","RP","194","MBC","30","","69.67","1.27","4","0","50.2","7.28","4.26","0.89","1.92","13.16","0.266","2.49",".847","4.18"
"Noe Ramirez","CIN","RP","195","FA","30","","68.67","1.35","5","0","67.2","10.51","2.66","1.20","1.05","13.85","0.299","3.99",".756","3.59"
"Kyle Ryan","CHC","RP","196","FA","29","","68.5","0.94","4","0","61","8.56","4.28","0.74","2.67","13.89","0.301","3.54",".756","3.73"
"Kevin Ginkel","ARI","RP","197","FA","26","","67.33","2.69","3","2","24.1","10.36","3.33","0.74","1.05","10.53","0.232","1.48",".802","2.97"
"Jake Arrieta","PHI","SP","198","FA","34","","67.17","2.8","8","0","135.2","7.30","3.38","1.39","2.22","21.00","0.320","4.64",".738","4.76"
"Sam Gaviglio","(N/A)","SP","199","FA","30","","66.67","1.28","4","0","95.2","8.28","2.07","1.69","1.44","19.35","0.259","4.61",".699","4.51"
"Wander Suero","WSH","RP","200","FA","29","","65.83","0.84","6","1","71.1","10.22","3.28","0.63","1.52","10.00","0.326","4.54",".663","2.95"
"Aaron Civale","CLE","SP","201","DEAL","25","","65.67","6.57","3","0","57.2","7.18","2.50","0.62","1.12","6.67","0.252","2.34",".776","3.28"
"Collin McHugh","BOS","RP","202","FA","33","","64.67","1.85","4","0","74.2","9.88","3.62","1.45","1.15","17.65","0.265","4.70",".691","4.31"
"Jairo Diaz","COL","RP","203","FA","29","","64.67","1.15","6","5","57.2","9.83","2.97","1.09","2.03","17.95","0.318","4.53",".640","3.58"
"Jacob Webb","ATL","RP","204","FA","27","","64.33","1.79","4","2","32.1","7.79","3.34","1.11","0.94","11.11","0.235","1.39",".860","4.17"
"Tyler Chatwood","CHC","SP","205","FA","31","","64.17","1.69","5","2","76.2","8.69","4.34","0.94","2.70","20.00","0.286","3.76",".772","4.16"
"Reyes Moronta","SF","RP","206","FA","27","","64.17","1.15","3","0","56.2","11.12","5.24","0.64","0.92","6.78","0.274","2.86",".812","3.44"
"Oliver Perez","CLE","RP","207","FA","39","","64.17","0.96","2","1","40.2","10.62","2.66","1.11","1.45","15.15","0.314","3.98",".717","3.43"
"Gio Gonzalez","CHW","SP","208","FA","35","","63.83","3.36","3","0","87.1","8.04","3.81","0.93","1.58","12.68","0.282","3.50",".767","3.91"
"Jordan Yamamoto","MIA","SP","209","Ass","24","","63.67","4.24","4","0","78.2","9.38","4.12","1.26","0.96","14.10","0.225","4.46",".666","4.39"
"Matt Magill","SEA","RP","210","FA","31","","63.67","1.27","5","5","50.2","11.37","3.55","1.24","1.15","14.89","0.328","4.09",".665","3.66"
"Nick Goody","TEX","RP","211","FA","29","","63.67","1.63","3","0","40.2","11.07","4.87","1.55","0.53","13.21","0.245","3.54",".806","4.49"
"Blake Treinen","LAD","RP","212","FA","32","","63.67","1.12","6","16","58.2","9.05","5.68","1.38","1.37","17.31","0.308","4.91",".755","5.02"
"Trevor Gott","SF","RP","213","FA","28","","63.67","1.27","7","1","52.2","9.74","2.91","0.68","1.33","8.89","0.278","4.44",".625","3.00"
"Hector Rondon","ARI","RP","214","FA","32","","63.17","1.02","3","0","60.2","7.12","2.97","1.48","1.57","16.67","0.264","3.71",".833","4.84"
"Richard Rodriguez","PIT","RP","215","FA","30","","62.83","0.87","4","1","65.1","8.68","3.17","1.93","1.09","17.50","0.280","3.72",".852","5.10"
"Sean Manaea","OAK","SP","216","Ass","28","","62.17","12.43","4","0","29.2","9.10","2.12","0.91","1.08","11.54","0.194","1.21","1.010","3.29"
"Tony Watson","SF","RP","217","FA","35","","62","1.03","2","0","54","6.83","2.00","1.50","1.46","17.31","0.290","4.17",".778","4.68"
"Francisco Liriano","(N/A)","SP","218","FA","37","","61.5","0.89","5","0","70","8.10","4.50","1.03","1.64","13.11","0.274","3.47",".760","4.40"
"Carlos Carrasco","CLE","SP","219","Nunez","33","","61.5","2.67","6","1","80","10.80","1.80","2.02","1.30","25.35","0.357","5.29",".731","4.29"
"Trey Wingenter","SD","RP","220","FA","26","","61.5","1.21","1","1","51","12.71","4.94","0.88","1.08","13.16","0.271","5.65",".583","3.48"
"Tyler Webb","STL","RP","221","FA","30","","61.5","0.95","2","1","55","7.85","3.76","1.15","1.09","12.50","0.187","3.76",".726","4.36"
"Josh Taylor","BOS","RP","222","FA","27","","61.33","1.18","2","0","47.1","11.79","3.04","0.95","1.49","14.29","0.321","3.04",".804","2.98"
"Ryne Harper","WSH","RP","223","FA","31","","61.33","1.01","4","1","54.1","8.28","1.66","1.16","1.07","12.28","0.301","3.81",".725","3.53"
"Jose Alvarez","PHI","RP","224","FA","31","","60.5","0.9","3","1","59","7.78","2.75","1.22","2.02","17.78","0.330","3.36",".813","4.09"
"Adam Cimber","MIA","RP","225","FA","30","","60.17","0.88","6","1","56.2","6.51","3.02","0.95","2.51","15.38","0.289","4.45",".708","4.24"
"Luis Cessa","NYY","RP","226","FA","28","","60","1.4","2","1","81","8.33","3.44","1.56","1.66","20.59","0.277","4.11",".749","4.74"
"Tanner Rainey","WSH","RP","227","FA","27","","59.83","1.15","2","0","48.1","13.78","7.08","1.12","2.08","25.00","0.289","3.91",".793","4.25"
"Austin Adams","SD","RP","228","FA","29","","59.5","1.98","2","0","32","14.91","4.50","1.13","1.67","22.22","0.286","3.94",".732","3.00"
"Anthony Swarzak","(N/A)","RP","229","FA","35","","59.33","1.01","3","4","53.1","8.78","4.56","2.02","1.71","29.27","0.280","4.56",".788","5.58"
"Shawn Kelley","(N/A)","RP","230","FA","36","","59.33","1.19","5","11","47.1","8.18","2.09","2.28","0.72","20.00","0.319","4.94",".801","5.39"
"Wilmer Font","(N/A)","RP","231","FA","30","","59.33","1.24","4","0","84.1","10.14","3.09","1.81","0.97","19.32","0.288","4.48",".789","4.60"
"Michael Feliz","PIT","RP","232","FA","27","","58.33","1.01","4","0","56.1","11.66","4.31","1.76","0.91","20.00","0.264","3.99",".799","4.58"
"Greg Holland","KC","RP","233","ZL","35","","58.17","1.45","1","17","35.2","10.35","6.06","1.26","1.34","17.24","0.244","4.54",".738","4.63"
"Ryne Stanek","(N/A)","RP","234","FA","29","","58","0.92","0","1","77","10.40","4.56","1.29","0.81","14.67","0.266","3.97",".721","4.15"
"Ryan Brasier","BOS","RP","235","FA","33","","57.17","0.92","2","7","55.2","9.86","3.40","1.46","0.82","14.75","0.286","4.85",".673","4.29"
"Justin Anderson","(N/A)","RP","236","FA","28","","57","1.06","3","1","47","11.49","6.13","1.15","0.92","12.50","0.308","5.55",".646","4.30"
"Ranger Suarez","PHI","SP","237","FA","25","","56.67","1.53","6","0","48.2","7.77","2.22","1.11","2.73","20.00","0.326","3.14",".830","3.77"
"Rowan Wick","CHC","RP","238","FA","28","","56.33","1.82","2","2","33.1","9.45","4.32","0.00","1.96","0.00","0.259","2.43",".683","2.70"
"Adam Plutko","CLE","SP","239","FA","29","","56.33","2.68","7","0","109.1","6.42","2.14","1.81","0.79","15.49","0.280","4.86",".736","5.10"
"Alex Claudio","(N/A)","RP","240","FA","28","","55.5","0.67","2","0","62","6.39","3.48","1.16","2.77","20.51","0.268","4.06",".765","4.80"
"Pablo Lopez","MIA","SP","241","Nunez","24","","55.33","2.63","5","0","111.1","7.68","2.18","1.21","1.75","16.48","0.303","5.09",".664","4.16"
"Matt Albers","(N/A)","RP","242","FA","37","","55.17","0.82","8","4","59.2","8.60","4.37","1.21","1.89","17.78","0.283","5.13",".691","4.53"
"Tim Mayza","TOR","RP","243","FA","28","","54.83","0.81","1","0","51.1","9.64","4.73","1.40","2.21","23.53","0.274","4.91",".712","4.61"
"Yoan Lopez","ARI","RP","244","FA","27","","54.67","0.78","2","1","60.2","6.23","2.52","1.63","1.53","20.75","0.234","3.41",".784","4.90"
"Tim Hill","SD","RP","245","FA","30","","54.67","1.19","2","1","39.2","8.85","2.95","0.91","2.68","18.18","0.270","3.63",".731","3.72"
"Adam Morgan","PHI","RP","246","FA","30","","54.67","1.37","3","0","29.2","8.80","3.03","1.21","1.00","12.50","0.216","3.94",".693","4.20"
"Yoshihisa Hirano","SEA","RP","247","FA","36","","54","0.87","5","1","53","10.36","3.74","1.19","1.49","16.28","0.317","4.75",".680","3.92"
"Tyler Mahle","CIN","SP","248","NCNF","26","","53.67","2.15","3","0","129.2","8.95","2.36","1.74","1.71","23.15","0.308","5.14",".667","4.53"
"Josh Tomlin","ATL","SP","249","FA","36","","53.33","1.05","2","2","79.1","5.79","0.79","1.59","0.84","13.59","0.279","3.74",".778","4.36"
"Rafael Montero","SEA","RP","250","FA","30","","53","2.41","2","0","29","10.55","1.55","1.55","1.12","19.23","0.269","2.48",".957","3.71"
"Jerry Blevins","NYM","RP","251","FA","37","","52.83","1.17","1","1","32.1","10.30","4.45","1.39","0.71","14.29","0.247","3.90",".778","4.48"
"Jalen Beeks","TB","RP","252","FA","27","","52.33","1.59","6","1","104.1","7.68","3.45","1.04","1.77","13.95","0.329","4.31",".734","4.29"
"Trevor Williams","(N/A)","SP","253","VP","28","","51.67","1.99","7","0","145.2","6.98","2.72","1.67","0.99","15.25","0.308","5.38",".685","5.00"
"Javy Guerra","WSH","RP","254","FA","35","","51.67","1.01","3","2","67.2","7.58","2.26","1.33","0.82","11.49","0.284","4.66",".690","4.12"
"Ryan Buchter","NYY","RP","255","FA","33","","51.33","0.8","1","0","45.1","9.93","4.57","1.59","0.67","16.67","0.304","2.98",".914","4.83"
"Derek Law","MIN","RP","256","FA","30","","51.17","0.88","1","5","60.2","9.94","5.93","1.19","2.12","19.51","0.321","4.90",".733","4.72"
"Austin Voth","WSH","SP","257","FA","28","","51.17","5.69","2","0","43.2","9.07","2.68","1.03","0.89","11.11","0.259","3.30",".786","3.66"
"Spencer Turnbull","DET","SP","258","VP","28","","50.83","1.69","3","0","148.1","8.86","3.58","0.85","1.80","12.07","0.333","4.61",".683","3.87"
"Yimi Garcia","MIA","RP","259","FA","30","","50.83","0.79","1","0","62.1","9.53","2.02","2.17","0.56","17.86","0.172","3.61",".821","5.06"
"Josh Osich","CHC","RP","260","FA","32","","50.67","0.89","4","0","67.2","8.11","2.00","2.00","1.41","24.59","0.260","4.66",".696","4.83"
"Matt Shoemaker","TOR","SP","261","FA","34","","50.17","10.03","3","0","28.2","7.53","2.83","0.94","1.65","13.04","0.183","1.57",".872","3.82"
"Joe Biagini","(N/A)","RP","262","FA","30","","50.17","0.8","3","1","64.2","8.35","3.62","1.95","1.82","28.57","0.318","4.59",".804","5.30"
"Jarlin Garcia","SF","RP","263","FA","27","","50.17","0.95","4","0","50.2","6.93","2.84","0.71","1.66","9.76","0.250","3.02",".782","3.64"
"Lucas Sims","CIN","SP","264","FA","26","","50","2.08","2","0","43","11.93","3.98","1.67","0.47","15.09","0.256","4.60",".735","4.32"
"Ivan Nova","DET","SP","265","FA","33","","49.5","1.46","11","0","187","5.49","2.26","1.44","1.67","17.24","0.323","4.72",".728","4.85"
"Jace Fry","CHW","RP","266","FA","27","","49.5","0.73","3","0","55","11.13","7.04","1.15","2.60","23.33","0.289","4.75",".711","4.78"
"Jesse Chavez","TEX","RP","267","FA","37","","48.5","1.01","3","1","78","8.31","2.54","1.38","1.38","16.67","0.311","4.85",".662","4.28"
"Tony Gonsolin","LAD","SP","268","Ass","26","","48.5","4.41","4","1","40","8.32","3.38","0.90","1.13","10.00","0.208","2.92",".742","3.74"
"Zack Littell","MIN","SP","269","FA","25","","48","1.66","6","0","37","7.78","2.19","0.97","1.24","12.12","0.300","2.68",".829","3.50"
"Kevin Gausman","SF","SP","270","ZL","29","","47.83","1.54","3","0","102.1","10.03","2.81","1.32","1.26","16.67","0.353","5.72",".612","3.85"
"Casey Sadler","SEA","RP","271","FA","30","","47.83","1.45","4","1","46.1","6.02","2.53","0.97","1.76","11.90","0.259","2.14",".863","4.26"
"Andrew Kittredge","TB","RP","272","FA","30","","47.67","1.29","1","0","49.2","10.51","2.17","1.27","2.00","20.00","0.336","4.17",".725","3.43"
"Chris Devenski","HOU","RP","273","FA","30","","47","0.77","2","0","69","9.39","2.74","1.70","0.77","14.77","0.298","4.83",".722","4.50"
"Heath Hembree","PHI","RP","274","FA","31","","46.67","1.04","1","2","39.2","10.44","4.08","1.59","0.45","12.73","0.273","3.86",".774","4.65"
"Austin Brice","BOS","RP","275","FA","28","","46.17","1.28","1","0","44.2","9.27","3.63","1.41","1.31","16.67","0.248","3.43",".785","4.75"
"Alec Mills","CHC","RP","276","FA","29","","46","5.11","1","1","36","10.50","2.75","1.25","1.77","19.23","0.299","2.75",".905","4.06"
"Elieser Hernandez","MIA","RP","277","FA","25","","45.83","2.18","3","0","82.1","9.29","2.84","2.19","0.75","19.42","0.267","5.03",".747","5.46"
"Nick Ramirez","DET","RP","278","FA","31","","45.67","0.99","5","0","79.2","8.36","3.95","1.24","1.46","14.86","0.288","4.07",".694","4.38"
"Keone Kela","PIT","RP","279","NCNF","27","","45.67","1.43","2","1","29.2","10.01","3.34","0.91","0.97","10.00","0.225","2.12",".896","3.39"
"Daniel Norris","DET","SP","280","FA","27","","45.33","1.42","3","0","144.1","7.79","2.37","1.56","1.31","17.36","0.312","4.49",".752","4.48"
"Matt Andriese","(N/A)","RP","281","FA","31","","45.17","0.84","5","1","70.2","10.06","3.44","1.02","1.96","15.69","0.335","4.71",".716","3.60"
"Tyler Beede","SF","SP","282","FA","27","","45","1.88","5","0","117","8.69","3.54","1.69","1.48","20.56","0.313","5.08",".734","4.91"
"Michael Wacha","NYM","SP","283","FA","29","","44.67","1.54","6","0","126.2","7.39","3.91","1.85","1.78","23.85","0.318","4.76",".790","5.49"
"Anthony Bass","TOR","RP","284","FA","33","","44.5","1.01","2","5","48","8.06","3.19","0.94","2.27","16.67","0.207","3.56",".683","3.78"
"Miguel Castro","NYM","RP","285","FA","25","","44.33","0.68","1","2","73.1","8.71","5.03","1.23","1.60","15.38","0.269","4.66",".689","4.60"
"Joe Kelly","LAD","RP","286","FA","32","","44.33","0.81","5","1","51.1","10.87","3.86","1.05","4.47","31.58","0.323","4.56",".655","3.65"
"Jose Urquidy","HOU","SP","287","MSBC","25","","43.5","4.83","2","0","41","8.78","1.54","1.32","0.96","13.33","0.286","3.95",".738","3.55"
"Cal Quantrill","CLE","SP","288","FA","25","","43","1.87","6","0","103","7.78","2.45","1.31","1.34","14.02","0.297","5.16",".655","4.16"
"Cory Gearrin","MIN","RP","289","FA","34","","42.83","0.65","1","0","55.1","7.64","4.07","0.81","1.68","11.36","0.313","4.07",".766","4.14"
"Brent Suter","MIL","SP","290","FA","31","","42.33","4.7","4","0","18.1","7.36","0.49","0.49","1.39","5.56","0.188","0.49","1.042","2.33"
"Jared Hughes","NYM","RP","291","FA","35","","42.33","0.59","5","1","71.1","6.81","3.41","1.64","3.22","35.14","0.233","4.04",".723","5.16"
"Pedro Strop","CHC","RP","292","FA","35","","42.17","0.84","2","10","41.2","10.58","4.32","1.30","2.00","21.43","0.276","4.97",".685","4.41"
"Sam Tuivailala","(N/A)","RP","293","FA","28","","42","1.83","1","0","23","10.57","4.30","0.39","0.72","4.00","0.226","2.35",".813","3.00"
"Daniel Ponce de Leon","STL","RP","294","FA","28","","41.67","3.21","1","0","48.2","9.62","4.81","1.11","1.23","12.77","0.256","3.70",".773","4.28"
"Jacob Waguespack","TOR","RP","295","FA","27","","41.5","2.59","5","0","78","7.27","3.35","1.38","1.22","15.19","0.279","4.38",".716","4.78"
"Jay Jackson","CIN","RP","296","FA","33","","40.83","1.46","1","0","30.1","13.95","5.34","1.78","0.96","24.00","0.276","4.45",".804","4.54"
"Brad Wieck","CHC","RP","297","FA","29","","40.67","0.92","2","0","34.2","12.72","3.38","2.08","0.79","23.53","0.267","5.71",".640","4.65"
"Andres Munoz","SEA","RP","298","FA","21","","40.5","1.84","1","1","23","11.74","4.30","0.78","1.10","10.00","0.264","3.91",".702","3.05"
"Seranthony Dominguez","PHI","RP","299","FA","26","","39.67","1.47","3","0","24.2","10.58","4.38","1.09","2.18","17.65","0.328","4.01",".732","3.90"
"Luis Perdomo","(N/A)","SP","300","FA","27","","39.5","0.84","2","0","72","6.88","2.25","0.75","2.05","10.71","0.296","4.00",".682","3.48"
"Hunter Wood","CLE","RP","301","FA","27","","39.33","1.09","1","1","45.1","7.74","2.38","1.39","0.81","12.28","0.289","2.98",".793","4.24"
"Jimmy Cordero","CHW","RP","302","FA","29","","38.33","1.24","1","0","37.1","7.47","2.65","0.96","3.71","23.53","0.227","2.89",".814","3.95"
"Stefan Crichton","ARI","RP","303","FA","28","","37.83","1.35","1","0","30.1","9.79","2.37","0.89","1.75","12.50","0.260","3.56",".729","3.19"
"Darwinzon Hernandez","BOS","SP","304","FA","23","","37.83","1.3","0","0","30.1","16.91","7.71","0.30","2.08","7.69","0.441","4.45",".696","2.63"
"Joe Smith","HOU","RP","305","FA","36","","37.5","1.34","1","0","25","7.92","1.80","0.72","1.55","9.09","0.254","1.80",".849","2.97"
"Carlos Rodon","(N/A)","SP","306","FA","28","","37.17","5.31","3","0","34.2","11.94","4.41","1.04","1.44","14.81","0.322","5.19",".639","3.49"
"Luis Garcia","(N/A)","RP","307","FA","33","","36.5","0.57","2","1","62","8.27","4.79","1.89","1.80","26.53","0.284","4.35",".792","5.82"
"Steven Brault","PIT","RP","308","FA","28","","36.33","1.45","4","0","113.1","7.94","4.21","1.19","1.63","15.96","0.313","5.16",".692","4.63"
"Asher Wojciechowski","BAL","SP","309","FA","31","","36.33","2.14","4","0","82.1","8.74","3.06","1.86","0.70","15.45","0.279","4.92",".762","5.18"
"J.B. Wendelken","OAK","RP","310","FA","27","","36.17","1.34","3","0","32.2","9.37","2.48","0.55","0.84","5.41","0.229","3.58",".616","2.81"
"Tommy Milone","(N/A)","SP","311","NCNF","33","","35.67","1.55","4","0","111.2","7.58","1.85","1.93","0.95","18.46","0.252","4.76",".707","4.87"
"Randy Dobnak","MIN","RP","312","FA","25","","35.33","3.93","2","1","28.1","7.31","1.59","0.32","2.47","5.26","0.302","1.59",".774","2.77"
"Devin Smeltzer","MIN","RP","313","FA","25","","35","3.18","2","1","49","6.98","2.20","1.47","1.10","15.38","0.294","3.86",".772","4.46"
"Jeurys Familia","NYM","RP","314","FA","31","","34.5","0.52","4","0","60","9.45","6.30","1.05","1.89","15.91","0.350","5.70",".700","4.76"
"Matt Wisler","SF","RP","315","FA","28","","34.33","0.78","3","0","51.1","11.05","2.81","1.75","1.00","18.87","0.343","5.61",".655","4.10"
"Jeff Brigham","MIA","RP","316","FA","28","","34.33","1.07","3","1","38.1","9.16","3.29","1.88","0.77","18.18","0.283","4.46",".779","4.94"
"Yusei Kikuchi","SEA","SP","317","FA","29","","34.17","1.07","6","0","161.2","6.46","2.78","2.00","1.49","21.95","0.310","5.46",".708","5.59"
"Dylan Floro","LAD","RP","318","FA","29","","33.67","0.67","5","0","46.2","8.10","2.70","0.77","1.94","11.11","0.307","4.24",".656","3.43"
"Nick Pivetta","BOS","SP","319","FA","27","","33.67","1.12","4","1","93.2","8.55","3.75","1.92","1.52","24.39","0.313","5.38",".695","5.34"
